RN;SAT;Regiío;Estado;Latitude;Longitude;Alt.Orto. (H);Alt.Geom. (h);Ondula?ío (N) Conexío *;Ondula?ío (N) MAPGEO2015 **;Discrepüncias dif.Conexío_X_MAPGEO2015;Link do SAT no Banco de Dados
2560A;93131;NORDESTE;BAHIA;-12,165413;-38,475768;220,4495;208,289;-12,16;-11,98;-0,18;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93131
2561L;93125;NORDESTE;BAHIA;-10,7011982;-38,1989951;252,5942;239,774;-12,82;-12,59;-0,23;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93125
2564D;93136;NORDESTE;BAHIA;-11,6261229;-38,3013549;274,2727;261,286;-12,99;-12,78;-0,21;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93136
2567P;93138;NORDESTE;BAHIA;-12,6509431;-38,3387953;53,7121;42,342;-11,37;-11,24;-0,13;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93138
2576S;93130;NORDESTE;BAHIA;-11,6757042;-38,9961985;344,1188;332,095;-12,02;-12;-0,02;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93130
2577M;93129;NORDESTE;BAHIA;-12,0739443;-38,9696408;241,3761;229,845;-11,53;-11,48;-0,05;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93129
2605N;93119;NORDESTE;BAHIA;-10,5608273;-38,9900793;395,727;382,892;-12,84;-12,72;-0,11;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93119
263X;93302;NORDESTE;BAHIA;-15,0982211;-39,9958874;246,7948;236,51;-10,28;-10,38;0,1;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93302
2719N;93092;NORDESTE;BAHIA;-9,4101911;-40,8163392;400,662;387,001;-13,66;-13,58;-0,08;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93092
2719P;93093;NORDESTE;BAHIA;-9,4294855;-40,8266698;399,0217;385,339;-13,68;-13,61;-0,07;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93093
2719X;93091;NORDESTE;BAHIA;-9,4896271;-40,808191;381,8828;368,203;-13,68;-13,57;-0,11;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93091
2720V;93089;NORDESTE;BAHIA;-9,4701429;-40,54451;374,2487;361,041;-13,21;-13,08;-0,13;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93089
2774S;93268;NORDESTE;BAHIA;-10,8714528;-45,1451296;532,6981;516,199;-16,5;-16,33;-0,17;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93268
2776N;93267;NORDESTE;BAHIA;-11,502677;-44,957125;505,2625;488,085;-17,18;-16,96;-0,22;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93267
278H;93304;NORDESTE;BAHIA;-12,1346806;-39,3381197;245,2172;234,074;-11,14;-11,24;0,1;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93304
2792B;93253;NORDESTE;BAHIA;-10,665878;-39,5183271;370,7654;358,621;-12,14;-12,21;0,07;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93253
2796G;93280;NORDESTE;BAHIA;-10,2360891;-40,2039409;674,8515;662,743;-12,11;-12,1;-0,01;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93280
285C;93288;NORDESTE;BAHIA;-13,5949831;-41,3673194;1161,1113;1149,856;-11,26;-11,4;0,14;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93288
289S;93308;NORDESTE;BAHIA;-11,1703175;-40,5412291;467,8062;455,701;-12,11;-12,05;-0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93308
296X;93127;NORDESTE;BAHIA;-10,8926479;-38,5099616;209,7491;194,877;-14,87;-14,82;-0,05;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93127
310N;93281;NORDESTE;BAHIA;-11,05944;-42,310874;459,5591;443,603;-15,96;-15,56;-0,4;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93281
314D;93122;NORDESTE;BAHIA;-9,9362676;-38,7482038;321,4322;308,807;-12,63;-12,43;-0,2;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93122
317B;93126;NORDESTE;BAHIA;-10,2007593;-37,8673678;250,9831;240,734;-10,25;-10,27;0,02;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93126
317T;93123;NORDESTE;BAHIA;-10,0851945;-38,2827524;255,9183;243,867;-12,05;-11,97;-0,08;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93123
3266V;93249;NORDESTE;BAHIA;-15,9664204;-39,5265592;179,8408;170,743;-9,1;-9,2;0,1;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93249
3272G;93250;NORDESTE;BAHIA;-17,0264772;-39,5400086;130,697;121,869;-8,83;-8,96;0,13;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93250
3277H;93251;NORDESTE;BAHIA;-18,0774283;-39,5453923;4,6347;-3,313;-7,95;-8,09;0,14;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93251
342Y;93120;NORDESTE;BAHIA;-9,8507259;-39,1432009;411,8941;400,25;-11,64;-11,67;0,03;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93120
3600J;93134;NORDESTE;BAHIA;-12,9745676;-39,2250972;201,9346;190,702;-11,23;-11,16;-0,07;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93134
3606R;93190;NORDESTE;BAHIA;-12,2169064;-37,8324808;28,4003;18,096;-10,3;-10,28;-0,02;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93190
3608E;93306;NORDESTE;BAHIA;-11,82045;-37,6353044;20,8153;10,483;-10,33;-10,23;-0,1;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93306
3614A;91312;NORDESTE;BAHIA;-14,2172134;-39,3160122;122,5946;113,844;-8,75;-8,75;0;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91312
3616N;93247;NORDESTE;BAHIA;-13,640456;-39,487434;271,6855;261,345;-10,34;-10,23;-0,11;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93247
3618C;93097;NORDESTE;BAHIA;-12,8919745;-38,3159761;16,3572;5,718;-10,64;-10,72;0,08;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93097
3618F;93098;NORDESTE;BAHIA;-12,8984334;-38,2972217;2,4353;-8,216;-10,65;-10,71;0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93098
3618G;93099;NORDESTE;BAHIA;-12,9059635;-38,3032208;2,883;-7,779;-10,66;-10,73;0,07;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93099
3619D;93101;NORDESTE;BAHIA;-12,9603128;-38,3966098;5,8578;-4,805;-10,66;-10,84;0,18;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93101
3619F;93102;NORDESTE;BAHIA;-12,9686387;-38,4106762;15,2062;4,495;-10,71;-10,84;0,13;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93102
3619M;93103;NORDESTE;BAHIA;-12,9910896;-38,4399821;4,3344;-6,46;-10,79;-10,84;0,05;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93103
3619N;93104;NORDESTE;BAHIA;-12,9982313;-38,4461945;5,8223;-5,043;-10,87;-10,85;-0,02;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93104
3620A;93105;NORDESTE;BAHIA;-13,0112491;-38,5079813;3,3538;-7,552;-10,91;-10,91;0;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93105
3620C;93036;NORDESTE;BAHIA;-13,0082727;-38,5116853;47,0685;36,18;-10,89;-10,91;0,02;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93036
3620D;93111;NORDESTE;BAHIA;-13,0086699;-38,5123591;46,647;35,755;-10,89;-10,91;0,02;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93111
3620G;93106;NORDESTE;BAHIA;-13,0108293;-38,5239023;24,7149;13,859;-10,86;-10,93;0,07;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93106
3620S;93107;NORDESTE;BAHIA;-12,9740034;-38,5145694;2,9334;-8,016;-10,95;-10,93;-0,02;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93107
3620V;93109;NORDESTE;BAHIA;-12,9230627;-38,3601638;19,2094;8,737;-10,47;-10,8;0,33;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93109
3621L;93112;NORDESTE;BAHIA;-12,9496288;-38,4321681;61,6741;51,031;-10,64;-10,78;0,14;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93112
3621N;93117;NORDESTE;BAHIA;-12,95492;-38,428655;38,5535;27,404;-11,15;-10,78;-0,37;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93117
3622D;93115;NORDESTE;BAHIA;-12,9775918;-38,502569;43,7586;32,914;-10,84;-10,9;0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93115
3622H;93108;NORDESTE;BAHIA;-12,9206071;-38,3535872;29,6562;18,857;-10,8;-10,79;-0,01;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93108
3623Z;93032;NORDESTE;BAHIA;-13,2983001;-43,7403946;462,2311;448,28;-13,95;-13,89;-0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93032
3627U;93286;NORDESTE;BAHIA;-13,6096438;-42,9410015;627,2051;613,252;-13,95;-13,99;0,04;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93286
3628V;93287;NORDESTE;BAHIA;-13,7686736;-42,7210528;772,5895;759,035;-13,55;-13,62;0,07;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93287
3630V;93194;NORDESTE;BAHIA;-12,9738338;-38,517402;1,8088;-9,057;-10,87;-10,94;0,07;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93194
3636S;93189;NORDESTE;BAHIA;-12,9462672;-38,4228761;46,6058;35,947;-10,66;-10,8;0,14;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93189
3640A;93195;NORDESTE;BAHIA;-12,9738984;-38,5172499;2,2087;-8,661;-10,87;-10,94;0,07;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93195
3643X;93279;NORDESTE;BAHIA;-10,8375283;-40,1129166;349,778;337,479;-12,3;-12,24;-0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93279
3645T;93255;NORDESTE;BAHIA;-11,3626337;-40,0135401;404,0854;392,406;-11,68;-11,7;0,02;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93255
3648M;93252;NORDESTE;BAHIA;-11,7967665;-39,4105866;221,8004;210,399;-11,4;-11,46;0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93252
3650S;93188;NORDESTE;BAHIA;-12,2392359;-38,9797852;240,4793;229,039;-11,44;-11,46;0,02;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93188
3654M;93303;NORDESTE;BAHIA;-14,2096737;-42,0894528;648,2169;634,617;-13,6;-13,53;-0,07;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93303
3659D;93272;NORDESTE;BAHIA;-14,5961249;-41,2394554;440,4643;428,51;-11,95;-11,89;-0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93272
3659J;93271;NORDESTE;BAHIA;-14,6014685;-41,1626376;410,434;398,62;-11,81;-11,71;-0,1;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93271
3659V;93273;NORDESTE;BAHIA;-14,5575637;-41,1555372;437,9968;426,05;-11,95;-11,85;-0,1;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93273
3660G;93274;NORDESTE;BAHIA;-14,4028071;-41,1148744;414,1169;401,85;-12,27;-12,11;-0,16;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93274
3660P;93275;NORDESTE;BAHIA;-14,3028851;-41,150379;406,0272;393,53;-12,5;-12,39;-0,11;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93275
3660X;93276;NORDESTE;BAHIA;-14,2058803;-41,2073141;341,1736;328,43;-12,74;-12,54;-0,2;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93276
3661H;93277;NORDESTE;BAHIA;-14,0804289;-41,1865339;379,3618;366,8;-12,56;-12,5;-0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93277
3661R;93278;NORDESTE;BAHIA;-13,990166;-41,1367571;348,6449;336,21;-12,43;-12,3;-0,13;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93278
3662B;93290;NORDESTE;BAHIA;-13,8508161;-41,0643108;372,064;359,84;-12,22;-12,08;-0,14;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93290
3662R;93291;NORDESTE;BAHIA;-13,7258124;-40,9789985;413,9876;401,95;-12,04;-11,92;-0,12;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93291
3662X;93292;NORDESTE;BAHIA;-13,6805144;-40,9103314;435,1478;423,27;-11,88;-11,83;-0,05;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93292
3663G;93293;NORDESTE;BAHIA;-13,6148186;-40,8008254;384,9818;373,31;-11,67;-11,63;-0,04;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93293
3663U;93294;NORDESTE;BAHIA;-13,5382534;-40,6531872;386,8313;375,75;-11,08;-11,09;0,01;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93294
3664E;93295;NORDESTE;BAHIA;-13,5362179;-40,5541249;703,58;693,15;-10,43;-10,61;0,18;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93295
3664L;93296;NORDESTE;BAHIA;-13,6125856;-40,4776933;677,0562;666,98;-10,08;-10,21;0,13;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93296
3664S;91313;NORDESTE;BAHIA;-13,6872217;-40,4105834;633,9528;624,05;-9,9;-10,04;0,14;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91313
3664T;93297;NORDESTE;BAHIA;-13,695082;-40,3925343;636,623;626,78;-9,84;-10;0,16;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93297
3665B;93298;NORDESTE;BAHIA;-13,7480961;-40,2985501;681,8465;672,16;-9,69;-9,84;0,15;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93298
3665J;93299;NORDESTE;BAHIA;-13,8329311;-40,1999269;299,8049;290,15;-9,65;-9,82;0,17;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93299
3665M;93301;NORDESTE;BAHIA;-13,8555832;-40,1819365;210,4961;200,81;-9,69;-9,81;0,12;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93301
3666F;93147;NORDESTE;BAHIA;-13,8779983;-40,069503;198,9549;189,26;-9,69;-9,73;0,04;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93147
3666J;93300;NORDESTE;BAHIA;-13,8834425;-40,0323849;192,86;183,25;-9,61;-9,74;0,13;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93300
3666V;93309;NORDESTE;BAHIA;-14,0087032;-39,9074563;188,8663;179,06;-9,81;-9,91;0,1;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93309
3667A;91311;NORDESTE;BAHIA;-14,0083511;-39,8695509;158,2829;148,41;-9,87;-9,96;0,09;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=91311
3667E;93310;NORDESTE;BAHIA;-14,0508989;-39,812257;154,9663;145,1;-9,87;-9,95;0,08;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93310
3667P;93311;NORDESTE;BAHIA;-14,1445066;-39,7147333;139,6342;129,9;-9,73;-9,83;0,1;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93311
3667V;93312;NORDESTE;BAHIA;-14,1958804;-39,6258377;141,3108;131,84;-9,47;-9,51;0,04;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93312
3668E;93146;NORDESTE;BAHIA;-14,2140654;-39,5219478;107,3328;98,12;-9,21;-9,24;0,03;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93146
3671H;99549;NORDESTE;BAHIA;-13,871277;-40,0991105;199,5117;189,73;-9,78;-9,7;-0,08;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=99549
801L;93084;NORDESTE;BAHIA;-9,612356;-42,092502;415,4067;399,41;-16;-15,73;-0,27;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93084
801N;93086;NORDESTE;BAHIA;-9,576821;-42,131325;416,0676;400,106;-15,96;-15,7;-0,26;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93086
889X;93284;NORDESTE;BAHIA;-12,3655276;-42,456736;492,8948;477,718;-15,18;-15,12;-0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93284
891D;93269;NORDESTE;BAHIA;-11,8656927;-42,6989047;725,7926;710,862;-14,93;-14,98;0,05;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93269
895F;93283;NORDESTE;BAHIA;-12,1717232;-43,1984607;438,2282;422,094;-16,13;-16,08;-0,05;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=93283
1614C;92185;NORDESTE;CEARÊÅ;-4,1209354;-38,2653366;19,6331;11,039;-8,59;-8,39;-0,2;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92185
1614J;92184;NORDESTE;CEARÊÅ;-4,2050939;-38,227444;13,7351;5,188;-8,55;-8,37;-0,18;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92184
1654H;92188;NORDESTE;CEARÊÅ;-3,7069254;-40,3591297;68,3463;53,895;-14,45;-14,29;-0,16;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92188
1674H;92339;NORDESTE;CEARÊÅ;-6,2276416;-40,675377;475,3212;462,688;-12,63;-12,49;-0,14;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92339
1691H;92355;NORDESTE;CEARÊÅ;-4,9708973;-38,0094915;28,6531;20,774;-7,88;-7,85;-0,03;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92355
1850X;92176;NORDESTE;CEARÊÅ;-3,7746647;-39,2375558;85,2208;74,435;-10,79;-10,61;-0,18;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92176
1851E;92174;NORDESTE;CEARÊÅ;-3,8285906;-39,2660271;62,6183;51,737;-10,88;-10,68;-0,2;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92174
1869A;92315;NORDESTE;CEARÊÅ;-6,8741215;-39,5041493;337,6231;327,231;-10,39;-10,44;0,05;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92315
1869L;92319;NORDESTE;CEARÊÅ;-6,7912907;-39,3056817;308,059;297,582;-10,48;-10,45;-0,03;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92319
1896F;92352;NORDESTE;CEARÊÅ;-6,0132435;-38,3312479;182,6367;174,836;-7,8;-7,82;0,02;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92352
2402M;92314;NORDESTE;CEARÊÅ;-7,3089348;-39,5592178;916,4289;906,702;-9,73;-9,79;0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92314
2622G;92341;NORDESTE;CEARÊÅ;-5,5810758;-39,363406;175,0307;164,449;-10,58;-10,46;-0,12;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92341
2629C;92348;NORDESTE;CEARÊÅ;-7,0845148;-40,3163344;602,6612;592,062;-10,6;-10,48;-0,12;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92348
2661V;92000;NORDESTE;CEARÊÅ;-3,7457852;-38,5824358;26,7827;17,726;-9,06;-9,05;-0,01;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92000
2721R;92006;NORDESTE;CEARÊÅ;-3,8778173;-38,4268834;24,8728;16,13;-8,74;-8,73;-0,01;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92006
2728S;92168;NORDESTE;CEARÊÅ;-3,7694087;-38,4751625;17,2766;8,287;-8,99;-8,92;-0,07;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92168
2728T;92169;NORDESTE;CEARÊÅ;-3,7682765;-38,4752785;17,3113;8,2;-9,11;-8,92;-0,19;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92169
2728V;92170;NORDESTE;CEARÊÅ;-3,7664353;-38,4791234;16,5012;7,517;-8,98;-8,92;-0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92170
2742X;92172;NORDESTE;CEARÊÅ;-3,7474029;-38,4496624;6,9295;-1,963;-8,89;-8,88;-0,01;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92172
2748H;92327;NORDESTE;CEARÊÅ;-3,6929296;-38,5866901;4,1598;-4,912;-9,07;-9,06;-0,01;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92327
2787R;96554;NORDESTE;CEARÊÅ;-3,743788;-38,6193784;18,0657;8,929;-9,14;-9,1;-0,04;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=96554
2791D;92300;NORDESTE;CEARÊÅ;-7,2380187;-39,4156055;446,0553;436,051;-10;-10,04;0,04;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92300
2791N;92400;NORDESTE;CEARÊÅ;-3,7262167;-38,4746122;57,364;48,419;-8,95;-8,93;-0,02;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92400
4309A;92406;NORDESTE;CEARÊÅ;-3,7941792;-38,5575733;28,7667;19,704;-9,06;-9,01;-0,05;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92406
4309C;92385;NORDESTE;CEARÊÅ;-4,3472334;-39,3010616;140,2872;129,923;-10,36;-10,42;0,06;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92385
4309D;92375;NORDESTE;CEARÊÅ;-4,7945799;-40,0630167;704,4237;692,413;-12,01;-12,1;0,09;http://www.bdg.ibge.gov.br/bdg/pdf/relatorio.asp?L1=92375
